File name:	MYC005	
Date:	4/3/1990	
UTM Grid Zone:	10S	
"UTM-X, m:"	612276	
"UTM-Y, m:"	4085153	
Datum:	1927 NAD	
"Elevation, m:"	8.9	 
"Total depth, m:"	15.1	
"Water depth, m:"	4.7	 
City:	CMF005                   	
County:	Monterey	
State:	CA	
USGS Quadrangle:	Watsonville East	
Cone No.:	329	
Source:	USGS	
"Surface horiz. offset (seismic source to CPT), m:  NO TESTS"		

Depth (m)	Tip Resistance (MN/m2)	Sleeve Friction (kN/m2)	Inclination (degree)	S-wave travel time (ms)
0.4	1.20	3.40	0	
0.5	1.00	5.00	0	
0.6	2.50	15.40	0	
0.7	3.50	24.50	0	
0.8	4.10	29.20	0	
0.9	3.80	27.90	0	
1	2.80	21.50	0	
1.1	1.90	10.10	0	
1.2	1.60	8.10	0	
1.3	1.40	4.70	0	
1.4	1.80	10.70	0	
1.5	2.40	14.40	0	
1.6	2.50	19.10	0	
1.7	1.40	29.90	0	
1.8	1.10	16.50	0
1.9	1.70	10.10	0
2	1.50	19.10	0
2.1	1.40	41.60	0
2.2	4.30	38.30	0
2.3	7.30	58.40	0
2.4	6.30	49.70	0
2.5	5.50	42.00	0
2.6	5.80	44.30	0
2.7	6.80	43.60	0
2.8	6.70	51.00	0
2.9	9.40	64.40	0
3	10.50	80.90	0
3.1	10.80	86.60	0
3.2	10.50	71.20	0
3.3	12.40	81.90	0
3.4	13.10	102.00	0
3.5	13.20	99.30	0
3.6	13.50	101.40	0
3.7	13.00	99.00	0
3.8	11.50	82.90	0
3.9	9.60	61.80	0
4	10.40	63.10	0
4.1	10.60	56.40	0
4.2	10.10	36.90	0
4.3	8.50	35.60	0
4.4	6.90	26.50	0
4.5	5.70	20.10	0
4.6	4.70	16.50	0
4.7	3.20	23.80	0
4.8	1.60	17.10	0
4.9	1.00	14.80	0
5	1.40	29.50	0
5.1	3.40	42.30	0
5.2	2.70	35.90	0
5.3	2.50	7.70	0
5.4	3.60	20.50	0
5.5	3.00	18.80	0
5.6	3.20	17.80	0
5.7	4.90	23.50	0
5.8	6.00	29.50	0
5.9	7.30	36.60	0
6	6.40	31.60	0
6.1	5.70	25.20	0
6.2	6.50	26.20	0
6.3	7.60	32.90	0
6.4	7.40	30.90	0
6.5	7.20	33.60	0
6.6	6.80	27.50	0
6.7	6.50	33.20	0
6.8	8.80	48.30	0
6.9	8.90	56.40	0
7	8.40	47.00	0
7.1	9.10	48.00	0
7.2	9.30	43.00	0
7.3	8.70	37.60	0
7.4	8.20	37.30	0
7.5	6.30	29.20	0
7.6	6.70	30.50	0
7.7	7.30	35.60	0
7.8	7.10	35.90	0
7.9	7.70	39.60	0
8	7.40	43.60	0
8.1	7.00	40.90	0
8.2	8.10	32.20	0
8.3	8.30	41.60	0
8.4	5.90	44.30	0
8.5	3.10	38.30	0
8.6	2.00	15.10	0
8.7	1.90	6.00	0
8.8	1.90	13.40	0
8.9	1.40	18.80	0
9	0.70	6.40	0
9.1	1.00	1.70	0
9.2	1.70	11.40	0
9.3	3.50	15.40	0
9.4	4.00	17.50	0
9.5	4.10	15.10	0
9.6	2.90	34.90	0
9.7	0.90	12.40	0
9.8	0.50	22.80	0
9.9	1.00	15.80	0
10	0.60	10.10	0
10.1	7.20	19.80	0
10.2	8.90	24.50	0
10.3	8.90	32.60	0
10.4	8.30	30.50	0
10.5	10.40	38.30	0
10.6	11.30	32.90	0
10.7	12.30	37.60	0
10.8	10.30	32.90	0
10.9	6.60	15.80	0
11	4.90	6.70	0
11.1	4.60	8.10	0
11.2	4.30	16.10	0
11.3	4.40	19.10	0
11.4	4.50	19.50	0
11.5	3.50	4.70	0
11.6	2.90	3.40	0
11.7	3.70	17.50	0
11.8	2.50	39.60	0
11.9	1.20	50.30	0
12	1.10	38.90	0
12.1	0.90	30.20	0
12.2	1.00	39.60	0
12.3	1.00	35.90	0
12.4	1.10	43.00	0
12.5	1.00	54.40	0
12.6	1.60	59.70	0
12.7	4.40	57.70	0
12.8	5.60	59.10	0
12.9	9.10	53.70	0
13	10.50	62.10	0
13.1	10.50	59.70	0
13.2	10.40	63.80	0
13.3	13.70	50.30	0
13.4	15.10	44.00	0
13.5	14.30	89.90	0
13.6	11.40	97.30	0
13.7	14.40	67.80	0
13.8	14.20	78.50	0
13.9	10.60	39.60	0
14	9.90	11.10	0
14.1	11.10	16.80	0
14.2	9.90	28.90	0
14.3	9.20	66.40	0
14.4	10.10	59.10	0
14.5	9.90	78.50	0
14.6	15.60	68.50	0
14.7	20.20	78.20	0
14.8	21.20	115.10	0
14.9	18.40	92.60	0
15	18.90	65.80	0
15.1	23.60	-32000	0
