File name:	MYC006	
Date:	4/4/1990	
UTM Grid Zone:	10S	
"UTM-X, m:"	612090	
"UTM-Y, m:"	4085131	
Datum:	1927 NAD	
"Elevation, m:"	8.9	 
"Total depth, m:"	19	
"Water depth, m:"		 
City:	CMF006                   	
County:	Monterey	
State:	CA	
USGS Quadrangle:	Watsonville East	
Cone No.:	329	
Source:	USGS	
"Surface horiz. offset (seismic source to CPT), m:  NO TESTS"		

Depth (m)	Tip Resistance (MN/m2)	Sleeve Friction (kN/m2)	Inclination (degree)	S-wave travel time (ms)
0.1	10.50	94.30	0	
0.2	8.00	99.70	0	
0.3	8.10	170.50	0	
0.4	5.50	104.40	0	
0.5	2.70	22.50	0	
0.6	2.70	19.10	0	
0.7	4.70	53.00	0	
0.8	5.00	47.70	0	
0.9	3.30	30.20	0	
1	2.20	12.80	0	
1.1	1.40	9.70	0	
1.2	1.00	0.30	0	
1.3	1.40	5.70	0	
1.4	1.60	11.40	0	
1.5	0.90	6.70	0
1.6	0.40	-0.30	0
1.7	0.40	-1.00	0
1.8	0.50	9.40	0
1.9	1.00	8.10	0
2	0.90	2.00	0
2.1	1.00	4.40	0
2.2	1.60	1.00	0
2.3	3.60	25.50	0
2.4	4.30	42.00	0
2.5	4.50	47.70	0
2.6	4.50	37.90	0
2.7	3.90	26.90	0
2.8	3.90	22.20	0
2.9	7.30	45.70	0
3	6.70	46.70	0
3.1	6.60	43.60	0
3.2	7.70	40.60	0
3.3	9.90	67.80	0
3.4	11.70	84.60	0
3.5	12.70	91.30	0
3.6	13.00	99.30	0
3.7	12.90	96.00	0
3.8	12.80	91.30	0
3.9	12.50	84.20	0
4	12.00	71.20	0
4.1	11.50	53.00	0
4.2	10.50	41.30	0
4.3	8.80	33.90	0
4.4	7.10	21.50	0
4.5	5.40	10.40	0
4.6	4.10	1.30	0
4.7	3.90	5.40	0
4.8	4.30	7.40	0
4.9	4.90	12.40	0
5	3.60	76.50	0
5.1	1.60	65.40	0
5.2	11.10	52.40	0
5.3	9.90	79.90	0
5.4	6.00	39.60	0
5.5	4.40	16.80	0
5.6	3.20	19.10	0
5.7	4.20	14.40	0
5.8	4.20	32.20	0
5.9	4.60	15.80	0
6	4.10	31.20	0
6.1	3.70	24.80	0
6.2	4.00	26.90	0
6.3	4.40	24.20	0
6.4	4.00	17.50	0
6.5	3.80	11.40	0
6.6	4.90	21.50	0
6.7	5.50	20.10	0
6.8	6.50	36.90	0
6.9	7.10	40.30	0
7	8.60	53.00	0
7.1	8.20	41.60	0
7.2	7.50	41.00	0
7.3	6.30	32.90	0
7.4	5.40	44.30	0
7.5	4.50	51.00	0
7.6	4.40	49.00	0
7.7	6.20	21.50	0
7.8	7.30	34.60	0
7.9	8.20	32.20	0
8	10.00	36.90	0
8.1	10.60	40.60	0
8.2	10.90	41.60	0
8.3	8.20	36.90	0
8.4	7.80	27.50	0
8.5	8.20	31.90	0
8.6	8.40	35.60	0
8.7	9.40	36.90	0
8.8	11.10	39.90	0
8.9	10.70	41.60	0
9	8.20	61.80	0
9.1	5.50	59.70	0
9.2	4.30	0.30	0
9.3	4.60	3.40	0
9.4	4.90	12.10	0
9.5	4.30	5.70	0
9.6	4.90	8.40	0
9.7	5.00	28.50	0
9.8	2.90	53.70	0
9.9	5.40	23.50	0
10	5.90	14.80	0
10.1	5.90	11.80	0
10.2	7.50	13.10	0
10.3	7.60	11.10	0
10.4	5.40	18.80	0
10.5	6.20	10.70	0
10.6	8.30	16.50	0
10.7	7.40	22.80	0
10.8	8.90	33.60	0
10.9	8.50	36.90	0
11	7.70	77.90	0
11.1	7.60	68.10	0
11.2	10.90	37.30	0
11.3	9.70	44.30	0
11.4	10.20	33.20	0
11.5	9.40	36.60	0
11.6	9.70	36.90	0
11.7	9.80	38.90	0
11.8	10.80	45.00	0
11.9	10.70	49.00	0
12	11.00	42.30	0
12.1	10.90	43.00	0
12.2	10.30	33.60	0
12.3	10.60	59.10	0
12.4	8.40	22.80	0
12.5	8.10	10.10	0
12.6	5.20	8.10	0
12.7	4.30	8.70	0
12.8	4.50	59.40	0
12.9	3.40	52.40	0
13	3.90	77.20	0
13.1	5.50	35.60	0
13.2	5.60	45.00	0
13.3	4.80	39.30	0
13.4	5.80	23.80	0
13.5	5.10	28.90	0
13.6	5.30	44.60	0
13.7	6.50	17.50	0
13.8	6.10	5.00	0
13.9	7.10	4.40	0
14	4.30	8.70	0
14.1	3.40	6.40	0
14.2	3.10	16.80	0
14.3	2.90	16.50	0
14.4	3.20	3.00	0
14.5	2.50	21.50	0
14.6	2.20	50.70	0
14.7	1.80	29.90	0
14.8	0.80	36.20	0
14.9	0.90	52.40	0
15	1.40	88.60	0
15.1	1.00	59.40	0
15.2	0.90	40.90	0
15.3	0.90	25.80	0
15.4	0.80	8.70	0
15.5	1.10	32.60	0
15.6	0.90	38.60	0
15.7	1.80	59.10	0
15.8	2.00	52.40	0
15.9	3.30	49.00	0
16	13.30	92.60	0
16.1	14.90	61.70	0
16.2	13.30	90.90	0
16.3	12.80	95.30	0
16.4	13.60	69.10	0
16.5	9.90	53.70	0
16.6	5.50	112.70	0
16.7	5.50	119.50	0
16.8	7.00	67.80	0
16.9	6.70	54.40	0
17	6.20	106.70	0
17.1	6.60	40.30	0
17.2	4.10	94.60	0
17.3	7.20	30.20	0
17.4	7.50	96.00	0
17.5	4.40	88.60	0
17.6	6.70	40.30	0
17.7	6.30	123.10	0
17.8	3.30	10.70	0
17.9	1.50	38.30	0
18	3.00	93.30	0
18.1	3.40	120.50	0
18.2	4.50	145.30	0
18.3	5.80	124.20	0
18.4	10.30	143.60	0
18.5	13.70	104.00	0
18.6	8.90	167.10	0
18.7	12.10	102.70	0
18.8	5.90	193.90	0
18.9	12.20	165.10	0
19	18.80	-32000	0
