File name:	MYC004	
Date:	4/3/1990	
UTM Grid Zone:	10S	
"UTM-X, m:"	612391	
"UTM-Y, m:"	4085166	
Datum:	1927 NAD	
"Elevation, m:"	9.1	 
"Total depth, m:"	12.4	
"Water depth, m:"		 
City:	CMF004                   	
County:	Monterey	
State:	CA	
USGS Quadrangle:	Watsonville East	
Cone No.:	329	
Source:	USGS	
"Surface horiz. offset (seismic source to CPT), m:  NO TESTS"		

Depth (m)	Tip Resistance (MN/m2)	Sleeve Friction (kN/m2)	Inclination (degree)	S-wave travel time (ms)
0.4	1.30	14.00	0	
0.5	1.00	11.00	0	
0.6	1.50	17.00	0	
0.7	3.50	33.00	0	
0.8	4.70	47.00	0	
0.9	3.40	39.00	0	
1	2.20	32.00	0	
1.1	2.10	31.00	0	
1.2	2.20	24.00	0	
1.3	1.80	23.50	0	
1.4	1.90	25.20	0	
1.5	1.20	30.20	0	
1.6	1.00	37.60	0	
1.7	2.70	27.60	0	
1.8	2.00	25.50	0
1.9	1.80	25.50	0
2	1.90	32.30	0
2.1	1.50	16.80	0
2.2	1.80	18.80	0
2.3	1.80	18.80	0
2.4	2.30	24.20	0
2.5	2.60	29.60	0
2.6	2.80	32.30	0
2.7	3.00	28.90	0
2.8	3.70	38.60	0
2.9	4.40	46.00	0
3	3.50	42.30	0
3.1	2.70	29.60	0
3.2	2.70	25.50	0
3.3	2.30	20.80	0
3.4	2.10	23.50	0
3.5	2.40	26.20	0
3.6	2.80	28.90	0
3.7	2.70	29.60	0
3.8	2.20	28.20	0
3.9	1.80	22.20	0
4	2.30	29.20	0
4.1	6.00	50.10	0
4.2	7.60	70.90	0
4.3	5.20	43.00	0
4.4	4.50	31.60	0
4.5	4.90	40.00	0
4.6	4.50	32.90	0
4.7	5.40	37.00	0
4.8	6.10	42.00	0
4.9	7.40	52.10	0
5	6.90	44.00	0
5.1	7.10	46.00	0
5.2	6.40	44.70	0
5.3	3.90	20.80	0
5.4	2.60	14.10	0
5.5	3.10	16.10	0
5.6	3.40	22.20	0
5.7	3.40	22.20	0
5.8	3.70	25.50	0
5.9	3.60	26.20	0
6	4.30	20.80	0
6.1	5.30	36.60	0
6.2	4.90	32.60	0
6.3	4.30	26.20	0
6.4	4.20	24.20	0
6.5	4.50	29.90	0
6.6	5.10	34.30	0
6.7	5.80	40.30	0
6.8	5.70	45.00	0
6.9	5.80	42.70	0
7	5.80	37.30	0
7.1	6.00	39.70	0
7.2	5.80	40.00	0
7.3	5.80	33.60	0
7.4	6.50	44.40	0
7.5	7.40	50.70	0
7.6	8.00	60.50	0
7.7	6.30	41.30	0
7.8	4.60	14.80	0
7.9	3.80	13.40	0
8	3.20	31.90	0
8.1	6.10	32.60	0
8.2	7.10	34.60	0
8.3	7.10	30.20	0
8.4	7.10	41.00	0
8.5	6.30	40.00	0
8.6	4.00	26.20	0
8.7	2.50	35.30	0
8.8	2.80	22.50	0
8.9	3.30	50.40	0
9	8.20	75.60	0
9.1	10.60	82.30	0
9.2	10.60	66.90	0
9.3	11.20	63.50	0
9.4	10.90	82.00	0
9.5	9.90	71.90	0
9.6	9.30	57.80	0
9.7	7.80	56.10	0
9.8	8.70	26.20	0
9.9	8.30	61.50	0
10	11.10	47.70	0
10.1	10.50	67.20	0
10.2	10.60	41.00	0
10.3	10.50	45.40	0
10.4	9.00	71.20	0
10.5	9.40	48.00	0
10.6	10.40	68.50	0
10.7	14.90	65.50	0
10.8	15.30	106.80	0
10.9	14.50	91.40	0
11	17.00	80.30	0
11.1	12.70	114.90	0
11.2	16.40	53.10	0
11.3	17.10	98.40	0
11.4	16.00	101.10	0
11.5	16.60	94.10	0
11.6	16.00	105.10	0
11.7	15.60	105.10	0
11.8	14.90	102.50	0
11.9	15.00	101.10	0
12	16.70	110.20	0
12.1	16.60	118.90	0
12.2	16.20	110.50	0
12.3	17.60	-32000	0
